alcohol_category,ses_z,parent_age,parenting_score,child_risk_cont,child_adverse
Heavy,-0.9049478329380662,23.1,66.08913620143689,0.27919885465122757,0
None,-1.8070413949318163,32.8,65.83161444666956,0.09048567357269004,0
None,-0.27484530066979224,35.7,62.74726960260204,0.13747139709330675,0
Moderate,-0.04626121726634254,35.5,52.53147179216073,0.13217840784845192,0
Heavy,0.11410149222651991,30.6,63.064077646141605,0.15808885450952007,1
None,0.06188335288713521,36.5,75.44664528094988,0.11410337796791203,0
Moderate,-0.927553330811728,27.5,78.82569840915896,0.13863655768029925,0
None,-0.19024084441321568,29.3,58.157627209100085,0.14229900025696612,1
None,-1.4974466686057486,38.9,66.10896117992802,0.09896770466511995,0
Heavy,1.3632289751322504,28.9,84.9048090110349,0.5030395444312059,1
Heavy,-0.303626072898001,38.2,59.69960376258801,0.2278415913945624,0
None,-0.4888861190436912,26.8,68.61346276790246,0.09854137297782382,0
Heavy,1.5889403284440828,45.6,59.56137052361582,0.12687099933642382,0
Moderate,-1.2422465335492292,30.4,56.39750809444499,0.1326848487889301,0
Heavy,-1.125587114031969,33.7,81.8430151430959,0.12063745669639572,1
Moderate,-1.0962203248685651,37.0,76.2658114078365,0.0628766409237581,0
Moderate,-0.0678713816994819,31.6,73.45543852071654,0.1780003253991089,0
Moderate,0.4316316296375973,35.9,54.95491007931547,0.14673202612953878,0
Moderate,0.7396754681178337,38.5,77.26530131291399,0.14305589736445504,0
None,2.571995317494969,40.8,91.4338980789128,0.06262026112684951,0
None,-2.2494324542007638,39.7,77.02500633266757,0.08398572636858517,0
None,0.6087355891244169,34.0,87.55824459566566,0.047843458984459956,0
Moderate,-0.5571305725722312,34.1,60.32823813104507,0.1868521231861557,0
None,-0.5864151488887734,49.1,73.46910631899921,0.14912064375837908,0
Moderate,-0.6197721282538776,40.7,71.23373538766309,0.1965941288078465,0
Heavy,-0.9087696708079733,29.5,38.25522710870399,0.22635058734492888,0
None,1.6845248346034518,35.6,69.46769506445156,0.16800444847597482,1
Moderate,0.8422973270139027,33.0,80.70923516624094,0.15897091578604233,0
Moderate,0.023195978557374822,34.2,79.44214771951863,0.07388490824910178,0
Heavy,1.3510157524870003,27.6,53.68066396237655,0.4179347863430595,0
None,-1.5125289652988756,32.5,78.37701219378863,0.10936502160201038,0
Moderate,-1.3307051313309262,45.9,71.93119697703487,0.11260602383091822,0
Moderate,-2.1779677321946878,38.5,75.73994627481228,0.18565594448745487,0
Heavy,-0.6994145401232875,20.1,57.0035689359663,0.24970123401710942,0
Moderate,0.1616985267047529,42.3,74.05698080114406,0.20773538827370047,0
Moderate,0.10285857793233408,41.5,78.18481083140432,0.08908146175400086,0
Moderate,0.14934191105988046,32.8,70.59294056432323,0.14595013476189356,0
Heavy,-1.4110568310660818,39.3,60.30934635500854,0.2060570414557547,1
Moderate,0.803154742614022,29.8,70.73720185753497,0.08120523185401402,0
None,0.23962751823899794,32.2,99.034848495317,0.03093431101785295,0
Heavy,0.7330542814659985,44.0,67.23254507219829,0.16082858503311612,0
Moderate,-1.8927621775900518,33.4,63.47272806714355,0.17096382407423683,0
Moderate,0.31149085879778987,23.8,67.62690429373629,0.09650731053543316,0
None,-1.187765239917527,34.6,72.2893894635695,0.0682334436176285,0
Moderate,-0.39732325255136186,34.5,79.33912020710167,0.055084324398013494,0
None,0.5343648986363834,42.2,68.75042418405988,0.1895736615142246,0
Moderate,0.09109360625591317,35.1,89.08812601405396,0.0584411544893248,0
None,-0.8515399797793188,32.5,73.26569108436331,0.1103137121577953,0
Moderate,0.006273156184418285,41.3,73.27452277271715,0.13334329116013519,0
Heavy,-1.531535315243643,35.7,60.3124457797777,0.23161496286203376,0
None,1.150267395898296,30.5,74.48270819937866,0.0786164230644329,0
Heavy,-0.20528401949625125,41.9,68.12865886404518,0.2025314223488855,0
Moderate,1.118549944255326,36.2,85.06412918264412,0.08107848278300822,1
Heavy,-0.526531687096043,35.0,66.78282968055571,0.20703873627415237,0
Moderate,-0.5235759884065829,36.1,77.72735403637483,0.11291486994101153,0
Moderate,-0.7641867866378464,28.6,62.71255959993023,0.21311197080439404,0
Moderate,0.8761739316930753,31.8,71.78057131020948,0.31904056828561544,0
Heavy,-0.7094311573284758,35.0,52.81795901641448,0.14778680054749563,0
Moderate,0.6445954324151765,33.8,86.49704967240586,0.10669696717356328,0
None,-0.38245239766929023,42.6,67.4572715927741,0.12446626268063361,0
Moderate,-1.9759632998916197,36.3,66.60786717677955,0.1987644943483287,1
Moderate,-0.5703140677864661,40.1,63.24374968853404,0.10716353558606515,1
Moderate,-1.1791082143628482,35.1,66.10104213684181,0.11700177733835342,0
Moderate,0.03390272368233751,41.3,76.21457764911688,0.11000517023424558,0
Moderate,-1.1904077356744902,37.4,67.65700478403816,0.12009779284702761,0
Moderate,0.9259751007146168,35.1,89.22842667333231,0.09627360770992957,0
None,-0.09107586035302723,34.9,63.116578276912946,0.15696531262480234,0
Moderate,-0.17759599475873897,29.3,76.24267153149863,0.2139539596819128,0
None,0.6558921377875826,38.0,75.5703932070339,0.11811185021718981,0
None,0.9639069340758625,34.8,83.6420489062204,0.09886557531596508,0
None,-0.020098751769651646,32.0,74.31180310803968,0.09149223717209065,0
None,-0.7712002995492906,41.6,70.95734184428741,0.09953699768829191,1
Moderate,-1.7739696161121294,27.5,79.70961848779345,0.11183838248254152,1
None,-0.68604975703518,32.5,64.80228023504758,0.11760576159110203,0
Moderate,-0.6172122466479616,41.2,77.38792170284023,0.15594321463939054,0
None,0.10705745299229676,36.9,64.10912800577375,0.09976314890425102,0
None,-0.34514688113802716,34.7,69.76746487953397,0.08939215703876358,0
None,0.6879329720514281,36.5,65.07891770730905,0.10123203900995233,0
None,-0.6129832712706895,36.1,67.21256119171868,0.15498455767331362,0
Moderate,-0.05704116685294176,25.9,69.3509771612539,0.07748159474553891,0
Moderate,1.1839874431968893,32.9,88.66637669179345,0.16602341617825594,0
Moderate,0.3418252139549665,44.7,74.56092121324978,0.0926547002719863,0
Moderate,-0.06003754168856451,31.0,85.45608295957858,0.12771207996028286,1
None,-0.601944441935177,33.1,75.58251098044283,0.12585825551477028,0
Heavy,-0.6332313967149771,31.8,65.1576103242,0.2653184023078612,0
Moderate,-0.8506132529519478,34.5,87.6459080288292,0.10428469952904242,0
Moderate,-0.5410068657828994,31.5,71.18076450202331,0.18958707995300006,0
None,0.7556658387443146,37.9,66.25956102562459,0.09669024270333482,0
None,-0.2218882712922687,36.2,79.7173953296497,0.06306372508377608,0
None,-1.349773069381231,39.6,65.24854431598438,0.08748610232621915,1
None,1.7681692930597834,28.7,52.64082018070375,0.13942593798630035,0
Moderate,0.31996519114516303,33.0,83.59677800883668,0.14846055013450377,0
Moderate,-1.4069434005131694,33.6,81.09826101835554,0.12250761879090874,0
Moderate,-0.44184892724082386,37.7,90.8475174392785,0.1535531122654549,0
Moderate,0.11088638282841785,30.2,77.23231523306318,0.09409511948215063,0
Moderate,1.704592093297377,40.5,72.72601781075224,0.15383354415815054,0
Moderate,-1.1081124582588693,42.1,76.14710371423816,0.07741848800945977,1
Heavy,0.9760407193559466,29.1,76.99868999016478,0.2965320582653138,1
None,1.399486426972343,32.1,98.77143515052437,0.04022252934549559,0
None,-0.6286543050745702,31.8,71.79272813685607,0.10154061097038114,0
None,-0.27751361886023346,50.8,69.7269624059787,0.13624626862397632,0
Moderate,-1.0363092473737703,32.4,59.366579049433476,0.11549853342755619,0
Heavy,-0.20346114108030489,45.1,67.36750788509026,0.09537241048007941,0
None,-0.03658997434293117,27.4,60.051998942434004,0.09552317929541543,0
Heavy,0.6596499980823705,29.1,67.6612910341297,0.24314023745335223,0
None,1.0901834710204468,30.9,84.37622943399576,0.12408245198906548,0
Heavy,-0.7480960646216471,29.9,71.2862489262289,0.13359240848901552,0
None,-1.9673250642259945,33.4,67.05336715673778,0.12386483199995993,0
None,-0.021244779276242128,30.7,87.34975160792557,0.08754789551355663,0
Moderate,0.2935375299686405,30.1,81.54605265374215,0.13024979373846352,0
None,0.24941768768504166,42.0,68.99765427069988,0.09979407366970067,0
None,-0.326673247509044,42.3,70.01377541281121,0.09928856459410201,1
None,0.1247520996639345,40.7,66.02935560063241,0.15115189455202327,0
Moderate,1.5154448083522476,38.1,84.33803152478526,0.08827769238097209,0
Moderate,0.3817341689625093,35.6,61.7985709283944,0.14721285369003312,0
None,-0.3733684250030844,32.0,82.13808562566808,0.0419733796734959,0
Moderate,-0.5001978170959958,29.3,81.03901185047818,0.08040119554318793,0
Moderate,-0.16985235767773066,37.2,65.0765381229851,0.12233756239423649,0
None,1.6367399618306397,28.0,76.5068580036035,0.07845493287907193,0
Moderate,-0.1833007095261973,29.0,73.70075609674731,0.16536532455586012,1
None,-0.01979434452070797,41.9,85.63961041334282,0.07871435797662442,0
None,-0.48231357093630295,46.4,84.06925705593463,0.17540313772878602,1
Moderate,1.0989833574419647,37.4,53.92279498312782,0.16927396827498092,0
None,1.959837254744675,41.6,72.67599221271107,0.1502526741734151,0
Moderate,0.4506130494313883,33.5,67.79286657778403,0.11351346777429351,1
Moderate,0.08277290378542575,27.0,56.89778127897579,0.1768778108993247,0
None,0.03678283317423478,38.7,73.2199142571594,0.13638272480784736,0
Moderate,-2.3843067887857456,38.4,75.10452292308632,0.08442622536143449,0
None,0.7451508642848174,35.4,72.82484020956507,0.07280003598677731,0
Heavy,0.13416641599584353,33.5,49.068278561943316,0.1114643602908944,0
Moderate,0.42834205066072495,40.8,99.48120990924873,0.10193565051132002,1
Moderate,-0.7114621940837048,29.1,73.50641735559002,0.06827467781514354,0
Moderate,-0.38445687897709163,30.4,72.95559019131437,0.18905331614930954,1
None,-0.411024936503173,29.0,65.61811316133,0.21895306245706408,0
Moderate,1.0216229840730389,35.5,79.0456237658065,0.10217470992048897,1
Heavy,-0.3787598366030933,28.5,55.69398833317171,0.29636228399969705,1
Moderate,2.0826603221097977,30.9,56.82245167415418,0.11786705035534079,0
Moderate,0.4308624190150374,30.8,66.31147053055622,0.1537947531856917,0
Heavy,-1.2756826599957316,33.4,69.08355007483323,0.23472171649533355,1
None,-0.12854629325195685,26.1,97.60080936859036,0.06818625757226765,0
None,-0.6516751221564157,35.5,76.44894840608404,0.0693246707454511,0
Moderate,-2.1943824698200243,42.5,79.1668382456195,0.10830483882111301,0
Moderate,1.5994709401137894,35.8,70.23071671719804,0.14647255219883035,0
Moderate,0.7031425422200039,44.2,69.24307780493444,0.07535419871778784,0
Heavy,0.5332073178993125,43.0,79.15267962878232,0.23948060083294864,1
None,0.16540366029970424,39.7,94.6040350529961,0.03858135268349475,1
None,-1.3820175686924376,35.4,85.32621851587281,0.10498309881447712,0
Moderate,-0.4836171395554367,35.1,56.686562239125756,0.11376951187481385,0
None,0.8417807747840127,39.6,76.14538631623721,0.08152028274211656,0
Moderate,-1.0512200297825027,32.6,76.44451166722077,0.05937820521620485,0
Moderate,-2.5317693162508137,23.7,69.56828114257836,0.1636738515311846,0
Moderate,-0.22710600778092602,38.0,74.47423962161636,0.18667878649326777,0
None,-0.1417575540275386,28.2,77.94264945786102,0.060892838586105565,0
Moderate,0.13556341641470915,29.2,84.82031515104516,0.08710984988591838,0
Moderate,0.7285186435145362,35.0,89.48784951987929,0.059803646009625094,0
Moderate,0.6376058122312086,34.4,72.80992250189719,0.09760976885589207,0
None,0.2587698052439216,26.5,62.72042463714756,0.09846816076157804,0
Moderate,1.1955313880867093,36.0,75.3230763990324,0.09993179985254952,0
Heavy,-1.5189697808133147,40.8,80.97490383219954,0.07915300909666517,0
None,0.5045818144773903,28.2,75.16442013057717,0.10955884506416992,0
None,0.6265383633369425,42.6,82.67408453040935,0.04773270723126476,0
None,-1.2395622860802396,25.6,76.37391786222982,0.11698789519540177,0
Moderate,-1.5028706086823893,47.7,66.14274675029134,0.09260826258568113,0
Moderate,-0.7459421264756013,32.5,68.26086889689198,0.0787266496720083,0
Moderate,-0.6615414425152919,35.9,60.21221627244255,0.2462610849665492,0
None,0.7534194635024307,23.6,56.150215610550866,0.13906483714232137,0
None,-0.6145387836910949,34.6,59.28986756254265,0.1465105629159439,0
Moderate,-0.856348518281204,36.4,71.0455171295095,0.15898224375114334,0
Moderate,-0.6116337366945591,34.5,77.73950276831438,0.05340409415910049,0
Heavy,1.1186323341542117,31.6,73.2004423224652,0.08726693707443417,0
None,0.013043374376952133,29.3,75.01238522983583,0.0751761620320387,0
Moderate,-0.1792510253569118,41.8,63.15514227791586,0.16625836418597223,1
Moderate,-0.11000549870105147,35.2,73.40496668338393,0.11841790645253295,0
Moderate,1.2920603343265227,44.2,88.00142014701183,0.09468033434020212,0
Moderate,-0.7491717266032418,31.8,79.97549089150858,0.11288760196300893,0
Moderate,1.315508290940104,32.4,76.86965191031213,0.19533570968771774,0
Heavy,0.21049629892150362,39.9,51.53789401575594,0.20713941041003436,0
None,-0.16041938197534772,25.3,68.69148941804467,0.08451364868968193,0
None,2.5009004979342815,27.7,97.33012574361656,0.05715056304810002,1
Moderate,-1.0556394897985963,41.6,80.49719003583799,0.08378659260776748,0
Moderate,-0.35368575956700604,28.0,54.19286981240162,0.13631879901634616,0
None,-1.2324312391640002,24.1,78.21370214100938,0.07089006668941703,0
None,0.9524619705361694,46.2,78.92876436868409,0.046912496867569334,0
None,1.689188933651679,26.6,72.07943627122458,0.07179820636991639,0
Heavy,1.669922781404639,36.1,45.68437282535188,0.1491695870406099,0
None,1.2239487531460047,35.4,79.49438863223294,0.09066557523852972,0
None,-0.19762046779596562,18.1,68.01444169903648,0.13049083357247382,0
None,-0.3652409774898465,33.4,69.07518511399184,0.12087712367652775,0
None,-1.671169772494065,37.7,68.91019508256021,0.1501328989295171,0
None,2.0358735351817927,37.1,78.40967530847443,0.10752373531640132,0
Moderate,0.4689780781484677,40.4,73.02255942074449,0.1426943279395848,0
None,-0.49195690486948307,32.7,64.7609336440211,0.10532527992080129,0
Moderate,1.3280568889869675,39.3,69.71862483665113,0.07187829406015447,0
None,-0.9727645167600009,30.9,55.29763213019184,0.14852371522836672,0
Moderate,0.40662203422267407,26.5,76.64743684792272,0.14268907047521157,0
Heavy,-0.17262913429083468,27.2,37.298481267725144,0.21393375746157375,0
Moderate,0.638677139880301,26.2,70.92330779439511,0.15664283716246682,0
Moderate,-0.06357353918612146,41.1,80.3658494180517,0.10183021578056235,0
None,-1.4509278911112242,25.9,61.333497635441596,0.1408084144512005,0
None,0.07557637267003782,36.6,80.6545153282617,0.10247359593708112,0
Moderate,1.0488641418753621,33.4,86.59472737797934,0.05844405651836676,0
Heavy,-0.029216405853985244,34.4,31.199182979575784,0.19600074997375505,0
Moderate,0.775115121589086,43.2,72.57828402201316,0.11760400286546291,0
Moderate,-1.0455294856740531,32.4,44.1536158825168,0.2257467370487159,0
Moderate,-0.026260793269852138,38.7,68.63731722882359,0.15698803991535143,0
Moderate,-0.6245104550885774,35.2,72.46935312274104,0.19400608517396023,0
None,0.7469808401047098,34.1,51.76815236075715,0.2386786553235561,0
Moderate,0.03149156226199577,48.8,97.37494754406491,0.01343193605959872,0
Heavy,0.6900736763366125,26.4,68.59140444362895,0.17897346966318514,0
None,1.087710426157866,42.7,70.77068028094858,0.07233638009676634,0
Moderate,0.6916185751213884,38.9,88.08309178049589,0.07109177850619683,0
None,0.2731184342936442,32.1,53.42519113722364,0.10404406761753898,0
Moderate,-0.9982122585114053,44.8,56.149797861236586,0.13181490992937497,0
None,-0.002786110666901238,23.9,54.641285858252395,0.14823608758909462,0
Moderate,-0.5330904020158331,31.9,87.64618777953686,0.0496379875231161,0
Moderate,-0.34406395670422657,27.7,67.97456685679275,0.1355935800708576,0
None,-0.37453415075025087,37.5,80.75074054621093,0.07473017846608523,1
Moderate,-0.9799255747822445,28.3,69.77315229576723,0.11828323639144322,0
Moderate,-1.9573385891339898,37.6,74.21845363096803,0.07871281669044902,0
Heavy,-0.6681430483277668,33.9,69.09793228649842,0.22929072178717425,0
None,0.19337945192415906,32.1,80.40434426333144,0.0569666265189258,0
None,-1.3481770454274902,37.3,77.98964775759445,0.09268616527498105,0
None,0.015682236471624342,33.4,67.260910352917,0.18863491563559695,0
Heavy,1.9002684243109647,28.5,67.90479019556864,0.3074759324262582,0
Heavy,1.0230565552522393,51.8,66.64875025269791,0.0971430442540323,0
Moderate,1.6435415091205292,32.1,74.34044387864209,0.15659755212645546,0
Moderate,0.3911278769327262,21.7,55.22388017947374,0.15769492981630415,0
Moderate,1.167509822986446,29.9,56.96498405225293,0.09641308683064156,0
Moderate,-0.7239647304677874,27.4,85.47805475422237,0.06592419886470478,0
None,-0.6443402670219842,40.0,64.36549812204277,0.16140520518591767,0
Moderate,-2.7391402061374728,36.9,76.47938977249814,0.09930423854230189,1
None,1.186145474042299,37.4,70.18926862562132,0.10422370147768285,0
Moderate,1.540323979819886,32.8,61.84856721961146,0.21887073572251842,0
Moderate,-0.55317724534727,33.3,59.11415757970613,0.23481630000714215,1
Moderate,-0.2539517063972351,32.8,64.51992054516177,0.14758601039744065,1
None,-0.7538621136909615,34.5,65.19566173598325,0.09219195563781546,0
None,0.3826535514774916,40.0,90.58000370303189,0.044093412435316226,0
None,1.1249325453032408,37.0,79.05428901830312,0.09216629929259447,0
None,-1.742771973881041,38.0,86.87334375257223,0.1536614226862135,0
None,0.4094385306422523,38.0,83.30757295596815,0.10586311817471478,0
Heavy,-0.2766717717191454,40.3,45.37429826190822,0.1736586167027528,0
Moderate,0.11339439196668935,36.7,82.10740735647514,0.08927632659888896,0
None,0.45899400167429094,37.2,61.15048248944107,0.19623887333150403,0
None,-0.18820243877282114,42.1,72.40238574367926,0.09035608869413314,0
Moderate,-0.10358685340578061,31.0,62.802825568222886,0.15066995576669492,0
Moderate,-0.2138751675546389,29.9,94.53067994353556,0.08915207756832977,0
Moderate,0.9703162017882814,27.9,89.40118129865124,0.1878807421605481,0
Heavy,0.41875996012749656,36.1,56.89630995560828,0.2986579944126543,0
Moderate,0.22058353773736078,23.9,70.34485986883428,0.13539865710696491,1
Heavy,-1.2709517210922827,37.8,63.56244504467395,0.12564673272102972,0
Heavy,-0.3785797432131542,34.3,72.04158708803465,0.10082207634325993,0
None,0.8986691603391742,41.8,78.35856185148286,0.07581465299709761,0
Heavy,0.037696573123922904,31.0,48.92383289633181,0.12858213823737477,0
None,0.6595314695891383,33.8,68.920428002754,0.09953670854599259,0
Moderate,1.7665118003276337,41.7,76.53813224376442,0.12687543117030486,1
None,1.0386060692088166,43.3,87.71032786914132,0.09138065807965887,0
Heavy,0.09315833769974234,30.9,68.02669614886528,0.12684272971377364,0
Heavy,-0.5109891701957271,36.1,54.89268907101204,0.18208399831774913,0
Moderate,-2.5535495960558983,36.8,71.93947866437462,0.09561287329544829,0
Moderate,-0.16838492247285253,37.2,67.8110330998238,0.1935490776161894,0
None,-0.32601249581684916,33.4,83.63906333427607,0.04315452425589715,0
None,0.3903661943953757,42.7,94.74929362337541,0.06120771561200403,0
Moderate,-0.1539052269746876,23.7,70.062566951032,0.08074693377891522,0
None,-0.32038505943679435,32.5,81.50528482534925,0.10251333682338093,0
Moderate,-1.7793989305072206,37.7,66.78615834501386,0.1388868981125296,0
None,-0.9399678291500665,37.7,68.42248105309078,0.10929071457038925,0
Heavy,0.4766510408005575,43.1,63.64698142405913,0.23247245940653694,0
Moderate,1.7159076311326944,42.2,72.88625172607179,0.13501236032232364,0
Moderate,-0.09752538374562343,33.3,97.67476246931709,0.06451924999892304,0
None,0.3278110735741233,42.8,66.73738941824992,0.06926971407828529,0
Heavy,0.9524781569528054,30.7,70.28617154540596,0.2872495408602837,0
Heavy,-0.8108939362002497,40.6,45.851303916086714,0.23237339913814675,1
Moderate,0.36681404328544226,45.9,74.20922188096937,0.138059507681259,1
Moderate,-0.7404901063321585,42.3,86.04964483998683,0.07727689674279871,0
Moderate,0.8648244384910113,35.6,67.09202465464429,0.09500007535750166,0
None,0.15140304795173262,33.0,47.502465081473645,0.1427680917508844,0
Moderate,0.2984518139814398,25.8,74.04111871305818,0.07958095287994021,0
None,-0.7825985974185891,36.9,78.42949346949143,0.14635350039515782,0
None,0.7070323596107849,28.3,84.9040040028963,0.0802706504964327,0
None,2.084712921231016,30.2,100.0,0.06390306726980804,0
None,-1.0079116954282061,27.9,74.21354612505141,0.08410594377532535,0
None,-0.3397590076475238,32.2,62.99202470831941,0.1528103484701226,0
None,0.23160747416809183,34.8,66.60921093680052,0.09888771480250758,0
Heavy,0.7864062119958165,36.6,63.98318706639699,0.3059315610183068,0
Moderate,-0.5595462852894689,31.4,76.94915761296524,0.05803083965139953,0
Heavy,-2.83303029014274,41.4,53.66343180454421,0.2492512592015464,0
Moderate,1.359189494164025,33.8,86.23405705471214,0.07100737384945421,0
None,0.7605061195841426,30.3,84.69160754631457,0.07488686876681608,0
Moderate,-1.742947530486665,36.4,70.65577188707879,0.1498651372235567,0
Moderate,-0.6075687917795559,46.8,62.65599890744808,0.14604108004932376,0
None,1.5681824295273261,37.0,74.84282773437327,0.10015702893263743,0
Moderate,1.447796418457866,32.8,50.78335247421992,0.15386089349542192,0
None,0.9386400226789446,25.8,79.05156346401452,0.09528148892314744,1
Moderate,-0.17611243395986265,33.7,76.23892253631195,0.09893542013043527,0
Moderate,0.08298741881250997,36.4,78.73943420755441,0.09882954847095493,0
None,-0.1309258051261265,32.7,79.35636095228674,0.13323511958262743,1
None,1.1282397832688376,25.0,81.82760363989215,0.0498047358373318,0
Moderate,-0.8758424064951101,29.9,69.38944905486775,0.13382974496487315,0
Moderate,-0.8057996548842047,43.7,66.03998579604753,0.1914237897290476,0
None,1.0102745868360157,43.6,61.96807827387432,0.16353920985330384,0
Heavy,-0.044361455511561634,29.7,63.87318323522692,0.14793065499516242,0
None,1.378467355453808,39.0,76.01231762264679,0.06160604851662498,0
Moderate,-0.6715122069805457,27.9,69.64207021381921,0.26775413097466,0
Heavy,-0.0547783603388251,43.4,77.00833016681597,0.384125168711368,0
None,-0.9224129848439533,36.5,67.77334767240042,0.11465517414276895,0
None,0.007362681423567135,40.7,78.86030933325956,0.13846597970725177,0
None,-1.478546936998799,24.7,70.45694260515069,0.09364536663279109,0
None,-0.4876334209549628,39.1,80.69182283752006,0.09948800314913685,0
None,-1.4362538649281178,35.0,85.45960134139206,0.10745743632504598,0
Moderate,0.6939232331912581,40.1,78.4845845585413,0.13733224552074572,0
None,0.7165893397596517,40.5,58.55651193653436,0.11294816240818073,0
Moderate,-1.730262730484345,35.4,76.3498354508514,0.29854299805572027,1
Heavy,1.3338857455005728,31.4,79.3463784955221,0.12630478052045543,0
Moderate,2.497415126419854,39.7,77.87774140638396,0.2112875629196465,0
Moderate,0.04600638673634095,34.6,74.42297046148022,0.17051497133621527,0
None,-0.6411142602246448,29.8,63.19395501725987,0.1370147814725684,0
Moderate,2.8243305910030463,29.5,62.25309859568147,0.15074047631724688,0
Moderate,-1.3189684983025107,26.1,65.71237501286163,0.28781391206715057,0
Moderate,0.020106466869098387,31.9,69.40108623487382,0.12856552510273986,0
None,0.17962227263192343,41.6,70.10104347350938,0.08401396457848365,0
Heavy,1.3451476204524146,36.1,57.24040161303193,0.3206185438755579,0
Moderate,0.35973897512678843,31.8,66.32011275325539,0.09687819078527224,0
None,-0.4986338957884514,39.8,75.97586701858073,0.06884297399067159,0
None,-0.9511843703879561,30.0,63.86991070606706,0.15938643837507716,0
Moderate,-0.34182182024613555,35.6,77.2638110168701,0.06506390020139835,0
Moderate,-1.0069273609451441,33.9,77.60492569447632,0.1954274746481682,0
Moderate,0.04782531978468294,39.7,99.75983737034004,0.04007956245430236,0
Moderate,-0.5641961798604865,25.5,84.39180444831901,0.03369226176771638,0
None,-1.4940377932897506,29.9,69.92255006219877,0.10339038702808351,0
Moderate,1.2551457883749038,25.2,67.66675768461685,0.11496736763798207,0
Moderate,-0.4976725234290394,33.4,71.15577835993166,0.12966323314711337,0
None,-1.2681368049753126,42.3,77.43394825104797,0.12596433613522956,0
None,-0.16825913448754154,32.0,72.29981089248345,0.06476269211965252,0
Moderate,0.06837156596765875,31.9,80.27872505629482,0.052988754520819456,1
None,-1.7464667255790336,40.2,56.72170531013963,0.14431407368953428,0
Moderate,0.33164766712576277,41.4,70.42680635798438,0.09405294110654533,0
None,-1.0471575686902646,34.5,79.0910272762268,0.15448482428331867,0
None,1.7110288091907877,39.1,73.62591718730988,0.08700214797017583,0
None,0.5239605120767348,28.5,70.32424368755267,0.11276079461192678,0
Heavy,-0.39989999010931654,43.3,56.671924280192506,0.249266940381427,0
Moderate,-0.7451677703173505,47.9,65.95519844770449,0.10510828077207668,0
Heavy,-0.10496770756362395,38.1,78.01817263151973,0.23897322772498095,0
Moderate,0.6127907415832897,22.5,64.13273779797095,0.1256165271337324,0
None,-0.02549412858519966,31.7,81.92620168078729,0.09753467525502219,0
Moderate,-0.21715880713685662,38.7,71.93575733947277,0.12746973440102136,0
Moderate,0.058370290817895645,32.5,57.42362894198107,0.22852597568537392,0
Moderate,-0.6038589312369547,42.6,72.67602043089079,0.2553172394169401,0
None,-0.3432059268430377,38.5,66.09708054519719,0.08507836739223704,0
Moderate,-2.085792438905004,30.8,76.54491944373119,0.09134020588634319,0
None,0.9737262308523678,35.2,66.63818627836403,0.08920818848860701,1
None,0.2987977803217619,29.6,67.85795576112517,0.07681349075690391,0
Moderate,-0.7734558440334302,33.9,55.789574049164585,0.1349023512405047,0
Moderate,1.8987349813552388,31.7,61.22021156918772,0.09875486922400416,0
None,0.08701648039238655,42.0,83.7616001568523,0.10252545232758585,0
None,-1.0361435719751968,47.7,76.58133692499942,0.051402747040445576,0
Moderate,0.8567374214704584,26.4,73.00352539149374,0.0928374725511415,1
Moderate,0.3980482165092625,23.5,67.90163414035773,0.15260741271313139,0
Heavy,0.39457998548421935,33.5,74.39058767190348,0.23227322201561262,0
Heavy,-0.4257556046515905,25.9,57.822871018058926,0.2654400682488911,0
Moderate,0.4504957237780347,35.3,73.18876635664705,0.10400674290744008,0
None,-0.26175829022109454,39.5,63.23407598578831,0.10885344857284755,0
Moderate,0.5559414516458422,44.0,68.3347970392493,0.11247919312274672,0
Moderate,-1.9049444540106388,36.2,74.84634106143847,0.166667403178838,0
None,-0.4338734629791891,33.8,85.3069081145224,0.055229594410443957,0
Moderate,1.7221550978081948,23.1,76.00523080641634,0.12536592796036167,0
None,-0.7670674554003005,35.2,65.16245645069986,0.12412111440543575,0
Heavy,-0.6038382974931866,35.4,57.407637094430214,0.150374537100163,0
Moderate,-0.4479613384499751,38.8,70.46447348193715,0.11982786702981435,0
Moderate,-1.2148061358886433,30.7,64.05071924990416,0.18328421664641875,0
Moderate,-2.208280776228252,32.4,84.77876943870595,0.07783877268565437,0
Heavy,-0.23058639852361285,26.1,43.623456851709165,0.23155638608930335,0
Moderate,0.13585942408165688,21.3,70.60024946961659,0.07035482759038089,0
Moderate,-0.05250506853865217,28.3,70.59973565955438,0.08678976733411803,0
None,-0.14487856194788684,25.6,43.88449647718965,0.18802246150158963,0
Moderate,0.043040870850387644,37.0,58.54870482374582,0.11760282396507113,0
None,1.022841471550764,31.9,82.2179843430674,0.0901461192613714,0
Moderate,-0.19044618592921678,31.8,78.00921357351841,0.08841775023518719,0
Moderate,-0.5740825770872696,29.1,89.89780493035062,0.04251848668069376,0
Moderate,-0.2811254848880863,18.0,86.32337307893165,0.03905913994347304,0
None,0.5793467597567757,44.0,83.12288669881202,0.08928648652187648,0
None,1.4120268785432495,29.0,77.25984084815431,0.07744154309820366,0
Moderate,-0.6281437391691783,32.5,72.15380882038707,0.10026808215411284,0
None,0.09893378702888371,26.3,45.833279917453616,0.1351685286008637,0
None,0.3383574419359596,40.8,56.665343148728944,0.08866162258683447,0
None,-0.9925780067288229,35.9,76.3752077301212,0.09165913940126824,0
